"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Adventures+In+Kenya+-+Adventure+Escapades/data=!4m7!3m6!1s0x182f170dbbd7be6d:0x7b25efdb95261db4!8m2!3d-1.251571!4d36.756682!16s%2Fg%2F11ry9dj7zz!19sChIJbb7Xuw0XLxgRtB0mldvvJXs?authuser=0&hl=en&rclk=1","Adventures In Kenya - Adventure Escapades","5.0","(14)","Outdoor activity organiser","·","","Loresho, Loresho Grove","","Closed","· Opens 7:30 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweq0NR_Hm2brju1X7kZqL-NQc-GJKuBhSi8OgD8uD5f3Fv75-5nUULohUUywu5QMgxnXj2LnMkCZOpTSLbUpzgD6lvT2tX4_uRB9MhZAhCr6YCRw5ArYJ3xdn9akmwzxsJYO2A-F=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Had a fantastic experience with Adventure Escapades.""","",""
"https://www.google.com/maps/place/Ozone+Trampoline+Park/data=!4m7!3m6!1s0x182f17ec10a2f96d:0x741044b88dd1de71!8m2!3d-1.2300637!4d36.8044259!16s%2Fg%2F11fj3fmydg!19sChIJbfmiEOwXLxgRcd7RjbhEEHQ?authuser=0&hl=en&rclk=1","Ozone Trampoline Park","4.5","(231)","Recreation center","·","","·","Limuru Rd","Closed","· Opens 9 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAwept2VKGDS51pvddJni9r8iHzgcxC4H-fAKQzANeBBmxr1ty2Qw1CaarRhvdtX1QKy-9iEvuxf4D9vJvSbtaRQkkN3Ymxj3NDxEogfAogs_e0Rdvn0eF5QSW_RCKziig_LTMg__m=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""It's a zone on it's on zone ozone place for kids to enjoy their energy""","",""
"https://www.google.com/maps/place/Gameworks+Kenya+Entertainment/data=!4m7!3m6!1s0x182f3c5692f676c9:0x63df7674799778c7!8m2!3d-1.1817314!4d36.828498!16s%2Fg%2F11fx8zrks1!19sChIJyXb2klY8LxgRx3iXeXR232M?authuser=0&hl=en&rclk=1","Gameworks Kenya Entertainment","4.1","(140)","Recreation center","·","","·","RR9H+895","Closed","· Opens 6 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweraDUqILi2T9MHmIqWKMedfLuG2eRt169kiiTP02xo9au5qh6p_s80q_-KknYvvTz81EII7HOA2UevLBMcKBT36jJD4dhT9yfZMdcx6faqy0wWUS1rNYbFUSFvpXhTiQPGkaIj-=w122-h92-k-no","","","",""
"https://www.google.com/maps/place/Kids+Arena+-+Diamond+plaza+II/data=!4m7!3m6!1s0x182f1712c11fdcc3:0x32083b66c9dae2e!8m2!3d-1.258376!4d36.8192642!16s%2Fg%2F11lbdh67m1!19sChIJw9wfwRIXLxgRLq6dbLaDIAM?authuser=0&hl=en&rclk=1","Kids Arena - Diamond plaza II","4.2","(83)","Amusement center","·","","·","2 Fourth Parklands Ave","Closed","· Opens 10 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBl7kWUBZS_RXbxNrlTTMmXcljQYiflEGL8w0j4gyrYM1dootRBQeUe5RM0rWRk38SBe7hA1z1nG0xINZsJ2XUA7rY9AxG624EQva7gDQ_67CaENPacvyZsWFSGvdh6Sq9BXs=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""There is iced skating and plenty of kids","activities","."""
"https://www.google.com/maps/place/GMC+Place+-+Kitengela/data=!4m7!3m6!1s0x182fa172ab0211fd:0x2079877f693d9ecb!8m2!3d-1.5195454!4d36.946915!16s%2Fg%2F11h4wpp3w4!19sChIJ_RECq3KhLxgRy549aX-HeSA?authuser=0&hl=en&rclk=1","GMC Place - Kitengela","4.3","(1,715)","Children's amusement center","·","","","","Open","· Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerKJThl1q1b8Y23q-RP3Niw3qmm6GZfkFqi8QI8OpX4sQNpySDtIbYjjtry4m6uiyi_cYnNiqCmmreFWN-KY1TOF5ACTl6sl9FKjQxKWf-VOVLwzZ0kykIucvQ4R48z0m0d5TrI=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The food was superb, facilities clean and variety of children","activities","."""
"https://www.google.com/maps/place/Psycho+60+Escape+Rooms/data=!4m7!3m6!1s0x182f1a0979494dcd:0xd4dafb741c2c48a9!8m2!3d-1.291755!4d36.778985!16s%2Fg%2F11c73rw_ky!19sChIJzU1JeQkaLxgRqUgsHHT72tQ?authuser=0&hl=en&rclk=1","Psycho 60 Escape Rooms","4.3","(12)","Amusement center","·","","Elgeyo Marakwet North Rd","","Closed","· Opens 9 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepCSffb4gIiaM2OyEOvdFWjN3X1wqZcAbOZFgECv6rSZorProca6WFoetVagOXxgZlejoRJPhn_cO6jFsaGtGSf3eHA5MEemw2gKn3Zr2OZRUPZFlUDefEe3xlWj77YxolehFye3A=w138-h92-k-no","","","",""
"https://www.google.com/maps/place/Adventure+Farm+Karen/data=!4m7!3m6!1s0x182f1d111a9a13f9:0x51b85ed5ac10720c!8m2!3d-1.2985668!4d36.6871017!16s%2Fg%2F11f88pw2xk!19sChIJ-ROaGhEdLxgRDHIQrNVeuFE?authuser=0&hl=en&rclk=1","Adventure Farm Karen","4.2","(147)","Farm","","","","","Closed","· Opens 9 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqduUXbWcP3rBQuVTfE28CPBMJdL8H9mNYIQ5BsSHuHeebYae6ys_aP3rpdDkbWB12fefsdtprZQG1N3yJ_et2v4MgOp2ukQN_CDmTGFQV47bt7jHHVf53tlKKWGAzhI4Q0gDM9=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The kids were able to pick some berries before they enjoyed the zip line.""","",""
"https://www.google.com/maps/place/Luna+Park+international/data=!4m7!3m6!1s0x182f165d531cf92f:0x9336a0e556ec20b!8m2!3d-1.2407646!4d36.8454132!16s%2Fg%2F11dz5bjg7p!19sChIJL_kcU10WLxgRC8JuVQ5qMwk?authuser=0&hl=en&rclk=1","Luna Park international","3.9","(165)","Amusement park","·","","","","Open","· Closes 10 PM","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerJXdfON0s9VMgCT7FzNyMTyOeLSRm3jbtDtt7zn-_qw4dktngmpf_CACPwrxptRxlTUzxL7lY5GlL3oTsxUO9ti_T5GJWj0Aa68_8_Ok0vpn7GKUZuqw3GS9caz6fwmjX67r1l=w200-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mostly enjoyed the Merry Go Round and Bumper Car rides.""","",""
"https://www.google.com/maps/place/Funworld+Juja+City+Mall/data=!4m7!3m6!1s0x182f46507f62f589:0xceb53c4c5ab79953!8m2!3d-1.1176787!4d37.0085022!16s%2Fg%2F11c60dgxs0!19sChIJifVif1BGLxgRU5m3Wkw8tc4?authuser=0&hl=en&rclk=1","Funworld Juja City Mall","4.4","(168)","Recreation center","·","","·","City Mall","Closed","· Opens 9 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweq6hX3F7g_PaIoIBDAA3lsndelYmdyqBsDv0tF4K-u5i4WNELwBwetedusYOqCKNXAMJRUgeVA4xqWsbzME4xtnwMnk624R1v2KztFouJcp-iJqmsCGr_p0oF6IzXv8Va1vH__GPw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kids friendly and private for meetings and other adults","things",""""
"https://www.google.com/maps/place/Uhuru+Park/data=!4m7!3m6!1s0x182f11870910363f:0xbd7deccd3c795907!8m2!3d-1.2901673!4d36.8166396!16zL20vMDR6d3hr!19sChIJPzYQCYcRLxgRB1l5PM3sfb0?authuser=0&hl=en&rclk=1","Uhuru Park","4.1","(23,215)","Park","·","","·","23 Uhuru Hwy","Closed","· Opens 9 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqEVB5Oeil6DXhPubdTE3pZwOhtP-6vcE2AIbJyhGdnHjn5Wl9J5wxRM548CHPRVWpg2Q-alVBw02i1Jn_5N4ah3O_ZHrG05eljppgMbdnuwjQYFASwbMXoDH5wZnRtmYhH1Pzzzg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""There are all manner of","fun activities","and"
"https://www.google.com/maps/place/Fourteen+Falls+Adventures/data=!4m7!3m6!1s0x182f57c48af427b3:0xdef54b210dc4702e!8m2!3d-1.0768086!4d37.2484288!16s%2Fg%2F11h7bfpy39!19sChIJsyf0isRXLxgRLnDEDSFL9d4?authuser=0&hl=en&rclk=1","Fourteen Falls Adventures","4.0","(404)","Tourist attraction","·","","","","Open 24 hours","","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepZMk3qXUT5C84wkqiUrsdK7iQaoL0iauHrOHbADuOu8LdtBMx2hjcUhmXm8l1IJOYS_8m3f0iantPZQ6xVb8DRyqjLbK8F7XrdWXyTJEmWQJxC-XaNDbVz-YnKRfKzOjg3t8cy=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Give the falls a priority you will eradicate boredom""","",""
"https://www.google.com/maps/place/Karura+Forest+%28Gate+D%29/data=!4m7!3m6!1s0x182f1728162a0c91:0x13dbc225cacdc3e3!8m2!3d-1.238245!4d36.8175476!16s%2Fm%2F0fqnpdn!19sChIJkQwqFigXLxgR48PNyiXC2xM?authuser=0&hl=en&rclk=1","Karura Forest (Gate D)","4.6","(193)","Park","·","","·","QR79+47F","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweq74PqYq4mJlATGdACWlizwfMzPQ2iToRVG37I-9TJxkFkwuc3MSbsUodyW79idTFZoAY5yOq7lDYIQFStIGeDwSzFEZZ6Luc4mGVbFAGNVGShDa503fQl9MhAvi--2jNM8_Ew6=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... chilling ger away
Family gathering and team building","activities",""""
"https://www.google.com/maps/place/Savage+Wilderness/data=!4m11!3m10!1s0x18289ee5bb38f655:0x8d20e4b7990ef3f8!5m3!1s2026-02-27!4m1!1i2!8m2!3d-0.7076347!4d37.2454624!16s%2Fg%2F1pp2tznqy!19sChIJVfY4u-WeKBgR-PMOmbfkII0?authuser=0&hl=en&rclk=1","Savage Wilderness","4.5","(700)","2-star hotel","·","","","","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepwBNTAwTXr8_BpOIg5lQ2KnXO8F3kvmhq8rRhH-fRyQlcx0WpmAdc7xTwBUqZX_Bih9hJeZglv2ikUseQRJqjyeM6RzmweaViYKFTjNZ3lVdAbb3raLx606MP9WY7baly1WWWc=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The kids aged 9 and 10 took the zip-line over Tana river.""","",""
"https://www.google.com/maps/place/Nairobi+Animal+Orphanage/data=!4m7!3m6!1s0x182f1aa9b8854343:0x64ebb60de1016312!8m2!3d-1.336859!4d36.7797851!16s%2Fg%2F1tsvw7z_!19sChIJQ0OFuKkaLxgREmMB4Q2262Q?authuser=0&hl=en&rclk=1","Nairobi Animal Orphanage","4.4","(6,395)","Tourist attraction","·","","·","National Park, Karen, Langata Rd","Closed","· Opens 8 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerC3xkQHGKdAmAxiZ6H2IjqaF5BmGTbuM5Q6xa_WYIt6dv1SyfqBcJqMWWJcL1X5JjfNBrrOs-KfSUzuBqdUXL7msDpWetplrpx_-cVUH1gwDhR6R8Nn3zXNG3YGwlhpp22fiHU=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Fun","affordable activity for the weekend."""
"https://www.google.com/maps/place/Lake+Nakuru+National+Park/data=!4m7!3m6!1s0x18299ad44c2b87a1:0x8ad29aeb6bc48e31!8m2!3d-0.4035304!4d36.0961663!16s%2Fg%2F121qfs73!19sChIJoYcrTNSaKRgRMY7Ea-ua0oo?authuser=0&hl=en&rclk=1","Lake Nakuru National Park","4.4","(5,642)","Tourist attraction","·","","National park with soda lake & wildlife","","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAwermHv1YnpCE6N8y5Ju9MVRFdKnTZNxuognGJgXt7d-TPwEXpzI-810T3ujuiyoVLPnrB70EUep_SSxim4Py3qDIh5YxsiJNOE5dcAGM7gU8T75LyC_Tr3VQI1HO4xoonusxX9I=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""A truly unforgettable experience—highly recommend.""","",""
"https://www.google.com/maps/place/National+Museum+of+Kenya/data=!4m7!3m6!1s0x182f172e2b30a483:0x24eee4c08364a0f3!8m2!3d-1.2739629!4d36.814425!16s%2Fg%2F11b5phrsg1!19sChIJg6QwKy4XLxgR86Bkg8Dk7iQ?authuser=0&hl=en&rclk=1","National Museum of Kenya","4.5","(11,716)","Tourist attraction","·","","·","Kipande Rd","Closed","· Opens 9 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoVIYo1aOc20uDiid4SzBgCXtCM5ShFr9N2tBXVJ-FrrDVwQfOx3Vgj5K94O5UFpGvp2Mr7Cro5p-7YH0acV7-U0K2cC4d2HV0R8BUdUpstEBAY2RAPXL23mr2gpVlXX4ij5EVo=w80-h105-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Museum exhibits was educative,interactive and well done.""","",""
"https://www.google.com/maps/place/Ngong+Hills+Forest+Reserve/data=!4m7!3m6!1s0x182f0221533c8e25:0xb20947eeee2fefc9!8m2!3d-1.4152555!4d36.6417777!16s%2Fg%2F1tm9dk6f!19sChIJJY48UyECLxgRye8v7u5HCbI?authuser=0&hl=en&rclk=1","Ngong Hills Forest Reserve","4.5","(3,726)","Tourist attraction","·","","HJMR+VPR","","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweorPsyxQ7eBJ0HT3BSCUu2cJ8v5-pVmrg7NZCrnZN3NcamzVt098aNCYf3ShmSVXj_TFVwbIALHuVETLIc68h8suzYdmT4JqPHtouDa0Y-qu3TC9LeclRVV4p4-S1mu-E2MKgs1=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Perfect joint for","fun",", zip lining, archery all at affordable prices."""
"https://www.google.com/maps/place/Whistling+Morans+Ltd/data=!4m7!3m6!1s0x182f74602317822b:0xf7dad68026f9cbe0!8m2!3d-1.4153359!4d36.997616!16s%2Fg%2F11gfh7hzhx!19sChIJK4IXI2B0LxgR4Mv5JoDW2vc?authuser=0&hl=en&rclk=1","Whistling Morans Ltd","4.4","(2,439)","Racecourse","·","","·","H2P2+27, Nairobi","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoS_hKm8Xza3bOiqochjYny7BjcGb7ZLTvHUXvRwFGaev9OXP_Gb_sPOVs1p9YKyDxOm7MAWPXk332jtcfTiMCv2A4ZLOboij54eaX5791XNErYnsxowztsAdp1lewQEEriS389=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The place is big and has many","fun activities","."""
"https://www.google.com/maps/place/Amuse+Kenya/data=!4m7!3m6!1s0xa774c155ca104ef1:0xab2eb62809c8d868!8m2!3d-1.2408053!4d36.7954804!16s%2Fg%2F11rm_xvrq5!19sChIJ8U4QylXBdKcRaNjICSi2Lqs?authuser=0&hl=en&rclk=1","Amuse Kenya","4.6","(19)","Outdoor activity organiser","·","","Thigiri Ln","","Closed","· Opens 7 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoP5BBn2DURm4wBrA-uA_EM0z0gzhSfBxr5VMQwWBZYwRctKXMzWGe2YaO1LkNbn9XM49e-zzhJHk2KAJUAJm37-RlPTxUG2nbWnxejwlOoULoezSLlli98WxIbGWaHS6dImVitJwKWiaql=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The long bicycle rides in the forest are the highlight.""","",""
"https://www.google.com/maps/place/Madmax+Karting/data=!4m7!3m6!1s0x182f3deea50a0081:0xbe50a87785cf10c!8m2!3d-1.2103208!4d36.7966397!16s%2Fg%2F11k0yy4tz7!19sChIJgQAKpe49LxgRDPFceIcK5Qs?authuser=0&hl=en&rclk=1","Madmax Karting","4.5","(337)","Go-karting venue","·","","·","Two Rivers Mall, Limuru Rd, Nairobi","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqPYRx84PlWABlxie3igMWLm_Ru7XFBibD3dkk4hhvbw3DsZLIq9Anhi8MExOj6qMQa1kZBQU-mN6Ws6P9bHy9v4kI-kxcEtRvYhTQoyUeCG_rWFndKQ_xKk2mRd44dViNhyoVJgQ=w80-h120-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great experience, clean and so much","fun",""""
"https://www.google.com/maps/place/Karen+Blixen+Museum/data=!4m7!3m6!1s0x182f04b9fac13b53:0xac437c7bbfb31de3!8m2!3d-1.35196!4d36.712504!16zL20vMDdwcnpn!19sChIJUzvB-rkELxgR4x2zv3t8Q6w?authuser=0&hl=en&rclk=1","Karen Blixen Museum","4.4","(3,483)","Tourist attraction","·","","·","Karen Rd","Closed","· Opens 8:30 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepMmw-Q_ih29RG3g4OVzb4eR--FAegr0sORr5XgB2g5XGNVDCB7itP1Ao0xZ8i_vgG853_S5mtZvTmMF2nJCKyk0PpuIV9aL3fz_v3HVUgY7dYkcOdOf6oSrjSZZte9z-HXoTAw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... your mats, balls, skipping ropes, and other items for team","activities","."""
"https://www.google.com/maps/place/Garden+City+Kid%27s+Play+Area/data=!4m7!3m6!1s0x182f1515b785dd5f:0xd40b7d55dfdfb941!8m2!3d-1.2315946!4d36.8798432!16s%2Fg%2F11ghpyg3n2!19sChIJX92FtxUVLxgRQbnf31V9C9Q?authuser=0&hl=en&rclk=1","Garden City Kid's Play Area","4.4","(59)","Playground","·","","·","QV9H+9W8, Thika Rd","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5WEcH4dKUEnQrbYCIbmeISGzQQuhDWD_Mv_83BaUnQ9YJb7ZlFnk6pm3CY_sa75MVnKPeuDa3Srvrqjk7iH_OKYtO_Oe14wamU-cLldE7NGzbQQnVujXzG8RjzHJVTVn4h-X2q6WBatJB=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""We visit garden city kid's area everynow and then for great","leisure","time."""
"https://www.google.com/maps/place/Pins+Entertainment+%7C+Kids+Play+Area+%7C+Games+and+Food/data=!4m7!3m6!1s0x182f17797e8216ff:0x56da46f2daac3d86!8m2!3d-1.2611605!4d36.8019777!16s%2Fg%2F11j97m0ygy!19sChIJ_xaCfnkXLxgRhj2s2vJG2lY?authuser=0&hl=en&rclk=1","Pins Entertainment | Kids Play Area | Games and Food","4.6","(888)","Bowling alley","·","","·","Sarit Centre, Sarit Centre1st Floor Old Wing, Karuna Rd","Open","· Closes 12 AM","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5nuBQOolqwNcpdrUvfDsJ8lJ9ed6CA2ENcE6rFivjDKF5hK8Ox8bNvCYyNSRQbDh3wZdD2sgz8IL4hq7e6S_Y7RWzql-MwVLOOX16JvUMrA4jtXt-PNBI4iQ8SM4by1qsLup9=w132-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The place also offers a jungle for kids,air hockey and pool.""","",""
"https://www.google.com/maps/place/Uhuru+Gardens/data=!4m7!3m6!1s0x182f107238384bf9:0xae995986beacda74!8m2!3d-1.3244622!4d36.798519!16s%2Fm%2F0gy1t_v!19sChIJ-Us4OHIQLxgRdNqsvoZZma4?authuser=0&hl=en&rclk=1","Uhuru Gardens","4.3","(3,991)","Tourist attraction","·","","Historic gardens & Kenya's birthplace","","Closed","· Opens 9 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoMJ70i73NemkRGVyFXH2uISyo4OzlEpT9J6rxgD9ESXI1KAg13BlXWjJmuvrJKhFJ5hjuq7tYAw-QlpEOiahROUNah_O4SgOOsMMmMYc1dwdzNper0ENHcyFtKMuIXrBdhOfxZ8g=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lots to learn and plenty of people/companies to interact with.""","",""
"https://www.google.com/maps/place/Camp+Ndunda+Falls/data=!4m11!3m10!1s0x1827d33f646ca9b3:0xb870ba86aa89270!5m3!1s2026-02-27!4m1!1i2!8m2!3d-0.4878849!4d37.4288694!16s%2Fg%2F11ffvsry1r!19sChIJs6lsZD_TJxgRcJKoaqgLhws?authuser=0&hl=en&rclk=1","Camp Ndunda Falls","4.5","(1,466)","Campground","·","","","","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweozTx7_EoY_Ez13E2xdNvm91Q7B8HVkFUT6ovfHdv5RZjN0uLctDW2vBngq_peIorVnY7mDM2pU3EZoZvUVeZd9uKsle0i1t6QcbXjzVl052pGsJFh-uN30_ROiogB94EKWiwLe=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""This place is super lit with lots of","fun activities","and beautiful scenery"""
"https://www.google.com/maps/place/Destinations+Kenya+Safari/data=!4m7!3m6!1s0x182f10d6b06bf181:0xfcd5bed359d3438c!8m2!3d-1.4283944!4d36.978844!16s%2Fg%2F11cjgg3f65!19sChIJgfFrsNYQLxgRjEPTWdO-1fw?authuser=0&hl=en&rclk=1","Destinations Kenya Safari","4.8","(209)","Tour operator","·","","·","Greatwall Gardens, Pridelands","Open 24 hours","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCZwFfUXIwctuE-Nnn912wY0yJ51hBVM2cK0gWgTgAIATUNBR3RVZiciXeRqZhmDbmmFDyTthjye4RjQOPHPqNaynwYzD0PvZJT_AefYqNIDJpJ2OH2mTKRmGo_zKBj6ASSuURoyW0BjY=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The experience gained is a balance of breathtaking and","fun","-filling."""
"https://www.google.com/maps/place/SuperToto+Fun+Park/data=!4m7!3m6!1s0x182f1f7a0b3124ed:0xf1c9c99716649bd3!8m2!3d-1.2773438!4d36.6182306!16s%2Fg%2F11n5vmy53q!19sChIJ7SQxC3ofLxgR05tkFpfJyfE?authuser=0&hl=en&rclk=1","SuperToto Fun Park","3.4","(5)","Playground","·","","·","Dagoretti Rd","Closed","· Opens 9:30 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAwer4rGOtSRZGrR1y-oYfg5h24aXV_Mnm-lye2yrfQ6cLN74IyO_wxzCY0wxwM_Nn8UVizy-cL3NdOIycwyz0iJX7Jvx0EHAVmlKSBUph_bb_pioVx4dTXv6jJUGJKKH02vvj33g=w194-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""When it comes to kids and","fun","...A very nice place"""
"https://www.google.com/maps/place/PaCo+Thrill+Haven/data=!4m7!3m6!1s0x18293d34ff95e167:0x2c42a887e127ea0b!8m2!3d-0.7616673!4d36.4351021!16s%2Fg%2F11q883sscp!19sChIJZ-GV_zQ9KRgRC-on4YeoQiw?authuser=0&hl=en&rclk=1","PaCo Thrill Haven","4.5","(192)","Playground","·","","","","Closed","· Opens 9 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo9aYr6qTrTjKoKsnrUo8c5nVG1jTzHF1biTguFqL4BMd4gqm0PWXUDUGkwGEpBlsxUXLNSUA_XULCVqCVg8oXpXfJFlUrFHn-Iii4qjgn7gmmckB0wxjHepY_4vNOdMbwTMDA6=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""There are so many","activities","one can do and at very affordable prices."""
"https://www.google.com/maps/place/Westgate+kids+club/data=!4m7!3m6!1s0x182f1761f32184fb:0x843ca30db0f521af!8m2!3d-1.2574226!4d36.8029027!16s%2Fg%2F11h18bg4_5!19sChIJ-4Qh82EXLxgRryH1sA2jPIQ?authuser=0&hl=en&rclk=1","Westgate kids club","3.5","(133)","Playground","·","","·","Mwanzi Rd","Closed","· Opens 9 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhREAui8j_EnHksOiJO_a6w9p5M33O6VjqQQOByl5XrKboHQFUnnp2-RBM2O7ZOz4B97HkqZ8Ov5c86ZMDJV02eRoutsFcUYeY6xkEL5hT6XZULD0Pbr8YncnsKlC8kNQ2o28wUg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They can play for countless hours without getting bored.""","",""
"https://www.google.com/maps/place/Ol+Njorowa+Gorge/data=!4m7!3m6!1s0x182936ec55555555:0xe9428c5cc16e4460!8m2!3d-0.8946584!4d36.3200984!16s%2Fg%2F11txv1nnrz!19sChIJVVVVVew2KRgRYERuwVyMQuk?authuser=0&hl=en&rclk=1","Ol Njorowa Gorge","4.0","(24)","Tourist attraction","·","","484C+42Q","","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweobPEu61GQSXyfy3EqRt9cvW5q5Ua60ZD9HOwBu_b1C3Ip8cOog8hA6RRsaa-32qkzHwY_fe--SSUeqo3wvtYrzRMthGtkn2BuobivwuQIwuDScmVv6KF_5Um57DfuumdmZJ2WRvg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great experience.Its like being in a movie""","",""
"https://www.google.com/maps/place/Gatura+Greens+Tea+Farm+Tour/data=!4m7!3m6!1s0x1828c93e557ee42d:0x193f447f0b1be9f!8m2!3d-0.8801634!4d36.8739967!16s%2Fg%2F11k8g3lvph!19sChIJLeR-VT7JKBgRn76x8Ef0kwE?authuser=0&hl=en&rclk=1","Gatura Greens Tea Farm Tour","4.8","(243)","Farm","·","","·","Thika - Gatura Road 1.5kms from Chomo Market","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqOg6BzLJ5hVylXh4zi2y_YN9sVz7V_ETscnHnMgDy_l6AgHHyEeX5tvo_o9cMbb2490CTivOybgIjFlcWiuznPKRLPcRYLlFR-5JOC8GPj0NrPBp3e2jiV-pikZKu_q7-A7f4=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""It was very","interesting",", interactive and immersive."""
"https://www.google.com/maps/place/City+Park/data=!4m7!3m6!1s0x182f16e0a361a209:0x9e36784a50f9d8a!8m2!3d-1.2631889!4d36.8292105!16s%2Fg%2F11c1v__dsz!19sChIJCaJho-AWLxgRip0PpYRn4wk?authuser=0&hl=en&rclk=1","City Park","4.2","(1,901)","Park","·","","Wooded paths, flowers & monkey feeding","","Open 24 hours","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweop_-QDS90ZyS0KoqtyD3mStUneZt-QRAcZ5xXDKhet5r_S05rCkOmqYMnEECAgGIasahrMHbhCW6jnlnOKJiydpUoWniP1WgeycH_xxHhrRRf2coumDeNcmrVeE-qV7q28xYhq6g=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""You can also come for an experience with the vervet monkey's.""","",""
